name	arabicName	scientificName	price	imageUrl	categoryName	company	route
MAGNEVIST 469.01MG/ML 10ML I.V.INFUSION	ماجنيفيست /مل	GADOPENTETATE DIMEGLUMINE	612.0		CONTRAST AGENT	BAYER SCHERING > BAYER HEALTHCARE	INJECTION
MAGNEVIST 469.01MG/ML 20ML I.V.INFUSION	ماجنيفيست /مل	GADOPENTETATE DIMEGLUMINE	1069.0		CONTRAST AGENT	BAYER SCHERING > BAYER HEALTHCARE	INJECTION
MAGNISOL 0.5GM/5ML 6 AMPS.	ماجنيسول /	MAGNESIUM SULPHATE	66.0		MAGNESIUM	MEMPHIS	INJECTION
MAGSILON 20 CHEW. TAB.	ماجسيلون 20 تشيو	DIMETHICONE+MAGALDRATE	5.0		ANTACID	RAMEDA	ORAL.SOLID
MAGSILON SUSP. 120ML	ماجسيلون	DIMETHICONE+MAGALDRATE	6.0		ANTACID	RAMEDA	ORAL.LIQUID
MALARQUINE 100MG 10 TAB.	مالاركويني	CHLOROQUINE PHOSPHATE	0.7		ANTIMALARIAL	EL NASR	ORAL.SOLID
MALARQUINE 250MG 20 TAB.	مالاركويني	CHLOROQUINE PHOSPHATE	3.0		ANTIMALARIAL	EL NASR	ORAL.SOLID
MALIGNOMIDE 50 MG 28 F.C. TABS.	ماليجنوميدي	BICALUTAMIDE	826.0		ANTINEOPLASTIC	HIKMA SPECIALIZED PHARMACEUTICALS	ORAL.SOLID
MALKDIVE 10 ML ORAL DROPS	مالكديفي أورال	VIT D3+K2	120.0		SUPPORT IMMUNE SYSTEM	SWIVEL NUTRIENT INTERNATIONAL > MALDIVE PHARMACEUTICAL INDUSTRIES	ORAL.LIQUID
MALSA 11.5 % TOPICAL CREAM 30 GM	مالسا 11.5 %	EFLORNITHINE	200.0		HIRSUTISM	DEBEIKY	TOPICAL
MAMI MILK 20 CAPS.	مامي ميلك	FENUGREEK+ANISE+CARAWAY+FENNEL	140.0		LACTAGOGUE	> HEPTA	ORAL.SOLID
MANDOGIST 20 ORAL SACHETS SYRUP 300 ML	ماندوجيست 20 أورال ساتشيتس	PAPAYA LEAF EXTRACT+ORANGE PEEL PIL+SPEARMINT OIL+ANISE OIL+CINNAMON OIL	200.0		GIT DISTURBANCES	> UNIMACK	ORAL.LIQUID
MANDOGIST SYRUP 120 ML	ماندوجيست	PAPAYA LEAF EXTRACT+ORANGE PEEL PIL+SPEARMINT OIL+ANISE OIL+CINNAMON OIL	85.0		GIT DISTURBANCES	> UNIMACK	ORAL.LIQUID
MANDOGIST SYRUP 250 ML	ماندوجيست	PAPAYA LEAF EXTRACT+ORANGE PEEL PIL+SPEARMINT OIL+ANISE OIL+CINNAMON OIL	150.0		GIT DISTURBANCES	> UNIMACK	ORAL.LIQUID
MANIPULEPSY 400 MG 30 CAPS.	مانيبوليبسي	GABAPENTIN	111.0		ANTI-EPILEPTIC.GABA ANALOGS	GYPTO PHARMA	ORAL.SOLID
MANNCRAN 30 CAPS	ماننكران	D-MANNOSE+CRANBERRY	235.0		UTI	BRAND NUTRITION > DELTA GRAND	ORAL.SOLID
MANNITOL 10% (ALLMED) I.V. INF. 500 ML	ماننيتول 10%	MANNITOL	13.5		OSMOTIC DIURETIC	ALLMED MIDDLE EAST	INJECTION
MANNITOL 10% (ALLMED) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 10%	MANNITOL	14.25		OSMOTIC DIURETIC	ALLMED MIDDLE EAST	INJECTION
MANNITOL 10% (EL NASR) I.V. INF. 500 ML	ماننيتول 10%	MANNITOL	11.75		OSMOTIC DIURETIC	EL NASR	INJECTION
MANNITOL 10% (EL NILE) I.V. INF. 500 ML	ماننيتول 10%	MANNITOL	11.75		OSMOTIC DIURETIC	EL NILE.	INJECTION
MANNITOL 10% (EL NILE) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 10%	MANNITOL	12.5		OSMOTIC DIURETIC	EL NILE.	INJECTION
MANNITOL 10% (FIPCO) I.V. INF. 500 ML	ماننيتول 10%	MANNITOL	11.75		OSMOTIC DIURETIC	EL-FATH (FIPCO)	INJECTION
MANNITOL 10% (FIPCO) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 10%	MANNITOL	12.5		OSMOTIC DIURETIC	EL-FATH (FIPCO)	INJECTION
MANNITOL 10% (MOTTAHEDOON) I.V. INF. 500 ML	ماننيتول 10%	MANNITOL	41.5		OSMOTIC DIURETIC	AL MOTTAHEDOON PHARMA	INJECTION
MANNITOL 10% (MOTTAHEDOON) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 10%	MANNITOL	43.5		OSMOTIC DIURETIC	AL MOTTAHEDOON PHARMA	INJECTION
MANNITOL 10% (MUP) I.V. INF. 500 ML	ماننيتول 10%	MANNITOL	33.0		OSMOTIC DIURETIC	MUP	INJECTION
MANNITOL 10% (OTSUKA ATECO) I.V. INF. 500 ML	ماننيتول 10%	MANNITOL	10.5		OSMOTIC DIURETIC	OTSUKA  ATECO PHARMA > OTSUKA	INJECTION
MANNITOL 10% (OTSUKA ATECO) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 10%	MANNITOL	14.25		OSMOTIC DIURETIC	OTSUKA  ATECO PHARMA > OTSUKA	INJECTION
MANNITOL 10% (OTSUKA) I.V. INF. 250 ML (RUBBER CAP)	ماننيتول 10%	MANNITOL	11.25		OSMOTIC DIURETIC	OTSUKA	INJECTION
MANNITOL 10% (OTSUKA) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 10%	MANNITOL	12.5		OSMOTIC DIURETIC	OTSUKA	INJECTION
MANNITOL 20% (ALLMED) I.V. INF. 500 ML	ماننيتول 20%	MANNITOL	17.25		OSMOTIC DIURETIC	ALLMED MIDDLE EAST	INJECTION
MANNITOL 20% (ALLMED) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 20%	MANNITOL	18.0		OSMOTIC DIURETIC	ALLMED MIDDLE EAST	INJECTION
MANNITOL 20% (EL NASR) I.V. INF. 500 ML	ماننيتول 20%	MANNITOL	17.25		OSMOTIC DIURETIC	EL NASR	INJECTION
MANNITOL 20% (EL NASR) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 20%	MANNITOL	18.0		OSMOTIC DIURETIC	EL NASR	INJECTION
MANNITOL 20% (EL NILE) I.V. INF. 500 ML	ماننيتول 20%	MANNITOL	17.25		OSMOTIC DIURETIC	EL NILE.	INJECTION
MANNITOL 20% (EL NILE) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 20%	MANNITOL	18.0		OSMOTIC DIURETIC	EL NILE.	INJECTION
MANNITOL 20% (FIPCO) I.V. INF. 500 ML	ماننيتول 20%	MANNITOL	16.25		OSMOTIC DIURETIC	EL-FATH (FIPCO)	INJECTION
MANNITOL 20% (FIPCO) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 20%	MANNITOL	18.0		OSMOTIC DIURETIC	EL-FATH (FIPCO)	INJECTION
MANNITOL 20% (MOTTAHEDOON) I.V. INF. 500 ML	ماننيتول 20%	MANNITOL	56.0		OSMOTIC DIURETIC	AL MOTTAHEDOON PHARMA	INJECTION
MANNITOL 20% (MOTTAHEDOON) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 20%	MANNITOL	58.0		OSMOTIC DIURETIC	AL MOTTAHEDOON PHARMA	INJECTION
MANNITOL 20% (MUP) I.V. INF. 500 ML	ماننيتول 20%	MANNITOL	39.0		OSMOTIC DIURETIC	MUP	INJECTION
MANNITOL 20% (OTSUKA ATECO) I.V. INF. 500 ML	ماننيتول 20%	MANNITOL	14.75		OSMOTIC DIURETIC	OTSUKA  ATECO PHARMA > OTSUKA	INJECTION
MANNITOL 20% (OTSUKA ATECO) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 20%	MANNITOL	18.0		OSMOTIC DIURETIC	OTSUKA  ATECO PHARMA > OTSUKA	INJECTION
MANNITOL 20% (OTSUKA) I.V. INF. 250 ML (RUBBER CAP)	ماننيتول 20%	MANNITOL	11.25		OSMOTIC DIURETIC	OTSUKA	INJECTION
MANNITOL 20% (OTSUKA) I.V. INF. 500 ML (RUBBER CAP)	ماننيتول 20%	MANNITOL	31.0		OSMOTIC DIURETIC	OTSUKA	INJECTION
MANOVIPERCAINE 10% SPRAY 15 ML	مانوفيبيركايني 10%	LIDOCAINE	12.0		ANALGESIC.LOCAL ANESTHETIC	EVA PHARMA	SPRAY
MANOVIPERCAINE PLUS TOPICAL SPRAY 15 ML	مانوفيبيركايني بلوس	LIDOCAINE+PRILOCAINE	56.0		LOCAL ANESTHETIC	EVA PHARMA	TOPICAL
MANTINE 10MG 30 F.C. TAB.	مانتيني	MEMANTINE	180.0		DOPAMINE D2 AGONIST	ADWIA	ORAL.SOLID
MANTROXATE 250 MG 120 TABS.	مانتروكساتي	ABIRATERONE ACETATE	26600.0		STEROIDAL ANTIANDROGEN	HIKMA SPECIALIZED PHARMACEUTICALS	ORAL.SOLID
MARCAINE SPINAL 0.5 % HEAVY 5 AMPS.	ماركايني سبينال 0.5 % هيافي	BUPIVACAINE	115.0		ANALGESIC.LOCAL ANESTHETIC	ASTRA ZENECA > PHOENIX GROUP	INJECTION
MARCLEROSIS 120 MG 14 DELA. REL. CAPS.	ماركليروسيس 14 ديلا. ريل	DIMETHYL FUMARATE	1500.0		MULTIPLE SCLEROSIS	MARCYRL	ORAL.SOLID
MARCLEROSIS 240 MG 56 DELA. REL. CAPS.	ماركليروسيس 56 ديلا. ريل	DIMETHYL FUMARATE	7466.0		MULTIPLE SCLEROSIS	MARCYRL	ORAL.SOLID
MARCOFEN 100MG INFANTILE 5 RECTAL  SUPP.	ماركوفين إنفانتيلي 5 سوبب	IBUPROFEN	4.5		NSAID.PROPIONIC ACID DERIVATIVES	GLAXO SMITHKLINE	RECTAL
MARCOFEN 100MG/5ML SUSP. 120ML	ماركوفين /	IBUPROFEN	5.85		NSAID.PROPIONIC ACID DERIVATIVES	GLAXO SMITHKLINE	ORAL.LIQUID
MARCOFEN 300MG 5 PAED. SUPP.	ماركوفين 5 بايد. سوبب	IBUPROFEN	4.75		NSAID.PROPIONIC ACID DERIVATIVES	GLAXO SMITHKLINE	RECTAL
MARCOFEN 400 MG 20 COATED TAB.	ماركوفين 20 كواتيد	IBUPROFEN	11.0		NSAID.PROPIONIC ACID DERIVATIVES	GLAXO SMITHKLINE	ORAL.SOLID
MARCOFEN 400 MG SR 10 CAPS.	ماركوفين سر	IBUPROFEN	5.85		NSAID.PROPIONIC ACID DERIVATIVES	GLAXO SMITHKLINE	ORAL.SOLID
MARCOFEN 500MG 5 SUPP.	ماركوفين 5 سوبب	IBUPROFEN	6.0		NSAID.PROPIONIC ACID DERIVATIVES	GLAXO SMITHKLINE	RECTAL
MARCOTRAVIN 120 MG 30 CAPS.	ماركوترافين	ALVERINE CITRATE	96.0		ANTISPASMODIC	MARCYRL > SOTIR	ORAL.SOLID
MARCOTRAVIN 60 MG 30 CAPS.	ماركوترافين	ALVERINE CITRATE	40.5		ANTISPASMODIC	MARCYRL > SOTIR	ORAL.SOLID
MARCRISA 2% TOPICAL OINT. 30 GM	ماركريسا 2%	CRISABOROLE	400.0		DERMATOLOGICAL DRUGS.NSAID.PDE-4 INHIBITOR	MARCYRL	TOPICAL
MARDINAVILL 60 ML SPRAY	ماردينافيلل	ANTISEPTIC+ANTIMICROBIAL HERBAL EXTRACT	59.0		ANTISEPTIC+ANTI INFLAMMATORY SPRAY	BRAND > VILATRIQ	UNKNOWN
MAREVAN 3 MG 102 TABS.	ماريفان	WARFARIN	60.0		ANTICOAGULANT.CLOTTING FACTORS ACTIVATION INHIBITORS	GLAXO SMITHKLINE	ORAL.SOLID
MAREVAN 5 MG 102 TABS.	ماريفان	WARFARIN	78.0		ANTICOAGULANT.CLOTTING FACTORS ACTIVATION INHIBITORS	GLAXO SMITHKLINE	ORAL.SOLID
MARGENA CREAM 100 GM	مارجينا	ALOE VERA OIL+GRAPEFRUIT SEED EXTRACT+EQUISETUM ARVENSE+CAFFEINE+TEA TREE OIL+LEMON OIL+PEPPERMENT+V	38.0		FIRMING TOPICAL	HI-CARE > LAMAR PHARMA	TOPICAL
MARGENA CREAM 50 GM	مارجينا	ALOE VERA OIL+GRAPEFRUIT SEED EXTRACT+EQUISETUM ARVENSE+CAFFEINE+TEA TREE OIL+LEMON OIL+PEPPERMENT+V	20.0		FIRMING TOPICAL	HI-CARE > LAMAR PHARMA	TOPICAL
MARIMER HYPERTONIC NASAL SPRAY 100ML	ماريمير هيبيرتونيك	HYPERTONIC SEAWATER	385.0		NASAL DECONGESTANT	LABORATOIRES GILBERT - FRANCE > UNITED BIONAT	SPRAY
MARIMER ISOTONIC NASAL SPRAY 100ML	ماريمير إسوتونيك	ISOTONIC SEAWATER	385.0		NASAL DECONGESTANT	LABORATOIRES GILBERT - FRANCE > UNITED BIONAT	SPRAY
MARIMER UNIDOSES NASAL DROPS 12*5ML	ماريمير أونيدوسيس 12	ISOTONIC SEAWATER	48.0		NASAL DECONGESTANT	LABORATOIRES GILBERT - FRANCE > UNITED BIONAT	UNKNOWN
MARINOSIL 200 MG 30 CAPS.	مارينوسيل	SILYMARIN(MILK THISTLE EXTRACT)	49.5		LIVER SUPPORT	INTERNATIONAL DRUG AGENCY (IDI) > BIOCAPITAL PHARMA	ORAL.SOLID
MARIVANIL 1MG 50 TAB.	ماريفانيل	WARFARIN	4.3		ANTICOAGULANT.CLOTTING FACTORS ACTIVATION INHIBITORS	EL NILE.	ORAL.SOLID
MARIVANIL 3MG 50 TAB.	ماريفانيل	WARFARIN	4.95		ANTICOAGULANT.CLOTTING FACTORS ACTIVATION INHIBITORS	EL NILE.	ORAL.SOLID
MARIVANIL 5MG 50 TAB.	ماريفانيل	WARFARIN	5.6		ANTICOAGULANT.CLOTTING FACTORS ACTIVATION INHIBITORS	EL NILE.	ORAL.SOLID
MARKADEL 10 F.C. TABS.	ماركاديل	ACETYLSALICYLIC ACID+CAFFEINE+PARACETAMOL(ACETAMINOPHEN)	5.5		NSAID	DELTA PHARMA	ORAL.SOLID
MARKETOVA PANTHENOL CREAM 50GM	ماركيتوفا بانثينول	PANTHENOL+COCOS NUCIFERA OIL+LAVENDER ANGUSTLFOLIA OIL	45.0		SKIN CREAM	DREAMS ALHBOBA > MARKETOVA PHARMA HEALTH CARE	TOPICAL
MARKIBEMP 180 MG 30 F.C. TABS.	ماركيبيمب	BEMPEDOIC ACID	411.0		ANTIHYPERLIPIDEMIC	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
MARKOGINE 10 SACHETS	ماركوجيني	COLLAGEN HYDROLYSATE+VITAMIN C+VITAMIN E+CALCIUM+MAGNESIUM	120.0		ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS	KAIROS PHARMA	EFF
MARKOLIVE 50 GM CREAM	ماركوليفي	MICRONIZED ZINC OXIDE - PANTHENOL - OLIVE OIL - VIT D+E+B5+A - CUCUMIS SATIVUS - COD LIVER OIL - BEES WAX - SHEA BUTTER -CHAMOMILE - CLANDEULA	145.0		SOOTHING CREAM	EGYPTIAN CO. ECC > MEROZA PHARMA	TOPICAL
MARKPHASE 120 GM CREAM	ماركفاسي	COCA BUTTER+SHEA BUTTER+LAVANDER	300.0		ANTI STRETCH MARK CREAM	BEAUTY ITALY > PHOENIX PHARMA	TOPICAL
MARKYRENE 0.5% VIAL 20 ML	ماركيريني 0.5%	BUPIVACAINE	33.0		ANALGESIC.LOCAL ANESTHETIC	SIGMA TEC > DEBEIKY	INJECTION
MARNYS ARTROHELP 60 CAPS.	مارنيس أرتروهيلب	MONOSATURATED FATTY ACID COMPLEX+VITAMIN C+VITAMIN B6+VITAMIN D	750.0		ANTI-RHEUMATIC.OSTEOARTHRITIS.ANABOLIC AGENTS	MARNYS > WALFARM	ORAL.SOLID
MARNYS NEOCARBON 60 CAPS.	مارنيس نيوكاربون	ACTIVATED CHARCOAL+ANISE+PEPPERMINT	360.0		ANTIFLATULENT	MARNYS > WALFARM	ORAL.SOLID
MARNYS OMEGA 3 FISH OIL SYRUP 125 ML	مارنيس أوميجا 3 فيش أويل	OMEGA 3	700.0		OMEGA 3	MARNYS > WALFARM	ORAL.LIQUID
MAROCYSTEINE 300MG 30 TABLETS	ماروسيستايني	ACETYLCYSTEINE	110.0		MUCOLYTIC	BRAND NUTRITION > GOMER PHARMA	ORAL.SOLID
MAROVAREX 120 MG 14 DELA. REL. CAPS.	ماروفاريكس 14 ديلا. ريل	DIMETHYL FUMARATE	1765.0		MULTIPLE SCLEROSIS	HIKMA PHARMA	ORAL.SOLID
MAROVAREX 240 MG 56 DELA. REL. CAPS.	ماروفاريكس 56 ديلا. ريل	DIMETHYL FUMARATE	8816.0		MULTIPLE SCLEROSIS	HIKMA PHARMA	ORAL.SOLID
MARPALENE 0.1% TOPICAL CREAM 30 GM	مارباليني 0.1%	ADAPALENE	34.0		ANTI-ACNE	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	TOPICAL
MARSALAZ 500MG 30 ENTERIC COATED TAB.	مارسالاز 30 إنتيريك كواتيد	MESALAZINE(MESALAMINE)(5-ASA)(5-AMINOSALICYLIC ACID)	159.0		ULCERATIVE COLITIS	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
MARTAVIVA 2/0.03MG 21 TABS.	مارتافيفا 2/	DIENOGEST+ETHINYL ESTRADIOL	103.0		CONTRACEPTIVES	LABORATOIRES LEON > AMRIYA	ORAL.SOLID
MARVELON 0.15/0.03MG 21 TAB.	مارفيلون 0.15/	DESOGESTREL+ETHINYL ESTRADIOL	18.0		CONTRACEPTIVES	EL NILE. > SCHERING PLOUGH	ORAL.SOLID
MARVICA 20 PEICES	مارفيكا 20 بايسيس	CALCIUM+MAGNESIUM+LACTOFERIN+VIT. D3	45.0		DIATERY SUPPLMENT	BRAND NUTRITION > BRAND PHARMA	ORAL.SOLID
MARVIGOLINE 0.5 MG 2 TABS.	مارفيجوليني	CABERGOLINE	66.0		DOPAMINE AGONIST AND PROLACTIN INHIBITOR	RAMEDA	ORAL.SOLID
MARVITENSE 20/5/12.5MG 30 F.C. TABS.	مارفيتينسي 20/5/	AMLODIPINE+OLMESARTAN+HYDROCHLOROTHIAZIDE	87.0		ANTI-HYPERTENSIVE.COMBINED ANGIOTENSIN BLOCKER & CA++ CHANNEL BLOCKER & DIURETIC	EVA PHARMA	ORAL.SOLID
MARVITENSE 40/10/12.5MG 30 F.C. TABS.	مارفيتينسي 40/10/	AMLODIPINE+OLMESARTAN+HYDROCHLOROTHIAZIDE	123.0		ANTI-HYPERTENSIVE.COMBINED ANGIOTENSIN BLOCKER & CA++ CHANNEL BLOCKER & DIURETIC	EVA PHARMA	ORAL.SOLID
MARVITENSE 40/10/25MG 30 F.C. TABS.	مارفيتينسي 40/10/	AMLODIPINE+OLMESARTAN+HYDROCHLOROTHIAZIDE	123.0		ANTI-HYPERTENSIVE.COMBINED ANGIOTENSIN BLOCKER & CA++ CHANNEL BLOCKER & DIURETIC	EVA PHARMA	ORAL.SOLID
MARVITENSE 40/5/12.5MG 30 F.C. TABS.	مارفيتينسي 40/5/	AMLODIPINE+OLMESARTAN+HYDROCHLOROTHIAZIDE	108.0		ANTI-HYPERTENSIVE.COMBINED ANGIOTENSIN BLOCKER & CA++ CHANNEL BLOCKER & DIURETIC	EVA PHARMA	ORAL.SOLID
MARVITENSE 40/5/25MG 30 F.C. TABS.	مارفيتينسي 40/5/	AMLODIPINE+OLMESARTAN+HYDROCHLOROTHIAZIDE	108.0		ANTI-HYPERTENSIVE.COMBINED ANGIOTENSIN BLOCKER & CA++ CHANNEL BLOCKER & DIURETIC	EVA PHARMA	ORAL.SOLID
MASCGLUCOM 5% EYE DROPS 10 ML	ماسكجلوكوم 5% إيي	LEVOBUNOLOL	24.6		ANTIGLAUCOMA	SIGMA TEC > CONCORD PHARMACEUTICAL INDUSTRIES	EYE
MASCGLUCOM 5% EYE DROPS 15 ML	ماسكجلوكوم 5% إيي	LEVOBUNOLOL	32.7		ANTIGLAUCOMA	SIGMA TEC > CONCORD PHARMACEUTICAL INDUSTRIES	EYE
MASCGLUCOM 5% EYE DROPS 5 ML	ماسكجلوكوم 5% إيي	LEVOBUNOLOL	14.4		ANTIGLAUCOMA	SIGMA TEC > CONCORD PHARMACEUTICAL INDUSTRIES	EYE
MASS MARK GEL	ماسس مارك	AESCIN+METHYL SALICYLATE	30.0		ANTI BURSTING & ANTI INFLAMMATORY	DREAMS ALHABOBA > MARKETOVA	TOPICAL
MASSAGIL TOP. SPRAY 60 ML	ماسساجيل توب	CAMPHOR+MENTHOL+METHYL SALICYLATE	10.0		ANALGESIC	DELTA PHARMA	SPRAY
MAST-AMYL 300 U.CEIP 100 ML SYRUP	ماست-أميل 300 أو.سايب	ALPHA AMYLASE	59.0		ANTI-INFLAMMATORY ENZYMES	DAWA EGYPT INTERNATIONAL > MASTER PHARMACEUTICAL INDUSTRIES	ORAL.LIQUID
MASTBIOTIC ORS 5 SACHETS	ماستبيوتيك أورس	LACTOBACILLUS REUTERI+ORS+ZINC	55.0		ANTI-DIARRHEA ORS	COPAD PHARMA > MASTER PHARMACEUTICAL INDUSTRIES	EFF
MASTER COD LIVER OIL 20 CAPS.	ماستير كود ليفير أويل	COD LIVER OIL	30.0		COD LIVER OIL	MEDIZEN PHARMACEUTICAL INDUSTRIES > NAPHA	ORAL.SOLID
MASTER COUGH SYRUP 120 ML	ماستير كوغ	GUAVA LEAVES+TILIA FLOWER+FENNEL OIL	13.0		COUGH PRODUCTS	SIGMA > DEBEIKY	UNKNOWN
MASTER GEST  20 CAPS	ماستير جيست	CHAMOMILE OIL+THYME OIL+ANISE OIL+PEPPERMINT OIL	55.0		GIT DISTURBANCES	MEDIZEN PHARMACEUTICAL INDUSTRIES > MASTER MED PHARMA	ORAL.SOLID
MASTER PUMPKIN OIL 10 CAPSULES	ماستير بومبكين أويل	PUMPKIN SEED OIL	35.88		PROSTATE CARE	MEDIZEN PHARMACEUTICAL INDUSTRIES > NAPHA	ORAL.SOLID
MASTFLORA 20 CAPS	ماستفلورا	LACTOBACILLUS REUTRI 5 BILLION+INULIN 375MG	149.0		ANTIDIARRHEAL	COPAD EGYPT > MASTER PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
MASTOSYTEX 0.025% EYE DROP 5 ML	ماستوسيتيكس 0.025% إيي	KETOTIFEN	9.0		ANTI-HISTAMINE.SECOND-GENERATION	SIGMA TEC	UNKNOWN
MASTOSYTEX 0.025% EYE DROPS 10 ML	ماستوسيتيكس 0.025% إيي	KETOTIFEN	14.4		ANTI-HISTAMINE.SECOND-GENERATION	SIGMA TEC	UNKNOWN
MATROCOND 0.03% EYE DROPS 3 ML	ماتروكوند 0.03% إيي	BIMATOPROST	75.0		ANTIGLAUCOMA	SIGMA TEC > CONCORD PHARMACEUTICAL INDUSTRIES	EYE
MATROCOND PLUS EYE DROPS 3 ML	ماتروكوند بلوس إيي	BIMATOPROST+TIMOLOL	85.0		ANTIGLAUCOMA	SIGMA TEC > CONCORD PHARMACEUTICAL INDUSTRIES	EYE
MATUJAC 30 MG 3 F.C. TABS.	ماتوجاك	DAPOXETINE	21.0		PREMATURE EJACULATION	HOCHSTER PHARMACEUTICAL INDUSTRIES > NOVELL PHARMA	ORAL.SOLID
MATUJAC 60 MG 3 F.C. TABS.	ماتوجاك	DAPOXETINE	53.0		PREMATURE EJACULATION	HOCHSTER PHARMACEUTICAL INDUSTRIES > NOVELL PHARMA	ORAL.SOLID
MAVE TEC SYRUP 120 ML	مافي تيك	IVY+LIQUORICE+THYME	45.0		COUGH PRODUCTS	PHARMA ZAD > MAVEN PHARMA	ORAL.LIQUID
MAVENCLAD 10 MG 1 TAB.	مافينكلاد	CLADRIBINE	41500.0		MULTIPLE SCLEROSIS	NERPHARMA > MERCK LIMITED	ORAL.SOLID
MAVILOR 10 MG 30 TABS.	مافيلور	NEBIVOLOL HYDROCHLORIDE	159.0		ANTI-HYPERTENSIVE.BETA BLOCKER.SELECTIVE B1	MULTI-APEX	ORAL.SOLID
MAVILOR 2.5 MG 30 TAB.	مافيلور	NEBIVOLOL HYDROCHLORIDE	72.0		ANTI-HYPERTENSIVE.BETA BLOCKER.SELECTIVE B1	MULTI-APEX	ORAL.SOLID
MAVILOR PLUS 5/12.5 MG 30 TABS.	مافيلور بلوس 5/	NEBIVOLOL HYDROCHLORIDE+HYDROCHLOROTHIAZIDE	108.0		ANTI-HYPERTENSIVE.COMBINED BETA BLOCKER WITH DIURETIC	MULTI-APEX	ORAL.SOLID
MAVILOR PLUS 5/25 MG 30 TABS.	مافيلور بلوس 5/	NEBIVOLOL HYDROCHLORIDE+HYDROCHLOROTHIAZIDE	108.0		ANTI-HYPERTENSIVE.COMBINED BETA BLOCKER WITH DIURETIC	MULTI-APEX	ORAL.SOLID
MAVIXA GEL 5GM 20 SACHETS	مافيكسا	CLOVE OIL - PEPPERMENT OIL - CITRIC ACID - GINGER - ALOE VERA - SPEARMENT OIL	240.0		DELAY GEL	ECC > BAREQ	EFF
MAX MILK 24 TABS.	ماكس ميلك	TRIGONELLA+PROBIOTICS+IRON+ZINC+VITAMIN C+VITAMIN D+VITAMIN E	50.0		LACTAGOGUE	HEALTHY TECH PHARMA > NUTR-MED PHARMA	ORAL.SOLID
MAX-PRO TOPICAL LOTION 120ML	ماكس-برو	ZINC OXIDE+CHAMOMILE EXTRACT+MENTHOL CRYSTALS+GLYCERIN	64.0		SOOTHING TOPICAL	HI-CARE > HUMAN CARE	UNKNOWN
MAXA-FLOX 3MG/ML EYE DROPS 5 ML	ماكسا-فلوكس /مل إيي	LOMEFLOXACIN	14.0		ANTIBIOTIC.QUINOLONE	RAMEDA > PHAROPHARMA	EYE
MAXA-FLOX 400MG 10 F.C.TAB.	ماكسا-فلوكس	LOMEFLOXACIN	24.0		ANTIBIOTIC.QUINOLONE	PHAROPHARMA	ORAL.SOLID
MAXAMIKA 1000MG/4ML I.M./I.V. VIAL	ماكساميكا / ./	AMIKACIN	20.5		ANTIBIOTICS	CHEMIPHARM	INJECTION
MAXAMIKA 100MG/2ML I.M./I.V. VIAL	ماكساميكا / ./	AMIKACIN	7.5		ANTIBIOTICS	CHEMIPHARM	INJECTION
MAXAMIKA 250MG/ML I.M./I.V. VIAL	ماكساميكا /مل ./	AMIKACIN	10.25		ANTIBIOTICS	CHEMIPHARM	INJECTION
MAXAMIKA 500MG/2ML I.M./I.V. VIAL	ماكساميكا / ./	AMIKACIN	13.5		ANTIBIOTICS	CHEMIPHARM	INJECTION
MAXDINIR 125MG/5ML 60ML SUSP	ماكسدينير /	CEFDINIR	70.0		ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION	CHEMIPHARM	ORAL.LIQUID
MAXDINIR 250MG/5ML 60ML SUSP	ماكسدينير /	CEFDINIR	92.0		ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION	CHEMIPHARM	ORAL.LIQUID
MAXDINIR 300MG 10 CAPS.	ماكسدينير	CEFDINIR	115.0		ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION	CHEMIPHARM	ORAL.SOLID
MAXI-MUM 10 SACHETS	ماكسي-موم	FENUGREEK+FENNEL+CHAMOMILE+ANISE	29.0		LACTAGAUGE	PHARMA ZAD > DAWAA	EFF
MAXI-MUM Q10 100 MG 30 TABS	ماكسي-موم ك10	UBIDECARENONE+COENZYME Q10	320.0		COENZYME Q10	COPAD EGYPT > DAWAA COMPANY FOR PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
